Block	Cultivar	SowTreat	SowingD	Plot	Depth	Date	Round	InitialSeedlotR1Number	SeedNumber	Soft
2	Denmark	S7	15/03/2016	119	Above	01/02/17	77	50	34	6
2	Monti	S7	15/03/2016	120	Above	01/02/17	77	50	32	5
3	Leura	S7	15/03/2016	121	Above	01/02/17	77	50	34	3
3	Woogenellup	S7	15/03/2016	122	Above	01/02/17	77	50	34	2
3	Antas 	S7	15/03/2016	123	Above	01/02/17	77	50	21	5
3	Monti	S7	15/03/2016	124	Above	01/02/17	77	50	41	10
3	Narrikup	S7	15/03/2016	125	Above	01/02/17	77	40	18	3
3	Denmark	S7	15/03/2016	126	Above	01/02/17	77	50	42	4
1	Denmark	S7	15/03/2016	109	Below	01/02/17	77	50	35	4
1	Antas 	S7	15/03/2016	110	Below	01/02/17	77	50	3	1
1	Woogenellup	S7	15/03/2016	111	Below	01/02/17	77	41	5	2
1	Leura	S7	15/03/2016	112	Below	01/02/17	77	50	18	2
1	Narrikup	S7	15/03/2016	113	Below	01/02/17	77	47	3	1
1	Monti	S7	15/03/2016	114	Below	01/02/17	77	50	36	6
2	Woogenellup	S7	15/03/2016	115	Below	01/02/17	77	50	7	3
2	Leura	S7	15/03/2016	116	Below	01/02/17	77	50	29	9
2	Narrikup	S7	15/03/2016	117	Below	01/02/17	77	50	12	6
2	Antas 	S7	15/03/2016	118	Below	01/02/17	77	39	15	4
2	Denmark	S7	15/03/2016	119	Below	01/02/17	77	50	36	7
2	Monti	S7	15/03/2016	120	Below	01/02/17	77	50	30	6
3	Leura	S7	15/03/2016	121	Below	01/02/17	77	50	34	4
3	Woogenellup	S7	15/03/2016	122	Below	01/02/17	77	50	19	6
3	Antas 	S7	15/03/2016	123	Below	01/02/17	77	50	13	5
3	Monti	S7	15/03/2016	124	Below	01/02/17	77	50	33	11
3	Narrikup	S7	15/03/2016	125	Below	01/02/17	77	45	19	2
3	Denmark	S7	15/03/2016	126	Below	01/02/17	77	28	22	5
1	Denmark	S6	17/02/2016	91	Above	26/01/17	98	50	29	1
1	Monti	S6	17/02/2016	92	Above	26/01/17	98	50	17	3
1	Woogenellup	S6	17/02/2016	93	Above	26/01/17	98	50	13	2
1	Leura	S6	17/02/2016	94	Above	26/01/17	98	50	18	1
1	Antas 	S6	17/02/2016	95	Above	26/01/17	98	50	13	1
1	Narrikup	S6	17/02/2016	96	Above	26/01/17	98	50	6	3
2	Leura	S6	17/02/2016	97	Above	26/01/17	98	50	13	0
2	Monti	S6	17/02/2016	98	Above	26/01/17	98	50	20	2
2	Woogenellup	S6	17/02/2016	99	Above	26/01/17	98	50	6	0
2	Denmark	S6	17/02/2016	100	Above	26/01/17	98	50	11	0
2	Narrikup	S6	17/02/2016	101	Above	26/01/17	98	50	9	1
2	Antas 	S6	17/02/2016	102	Above	26/01/17	98	50	14	2
3	Woogenellup	S6	17/02/2016	103	Above	26/01/17	98	50	5	0
3	Leura	S6	17/02/2016	104	Above	26/01/17	98	50	5	0
3	Antas 	S6	17/02/2016	105	Above	26/01/17	98	50	8	2
3	Denmark	S6	17/02/2016	106	Above	26/01/17	98	50	20	1
3	Narrikup	S6	17/02/2016	107	Above	26/01/17	98	50	4	0
3	Monti	S6	17/02/2016	108	Above	26/01/17	98	50	22	4
1	Denmark	S6	17/02/2016	91	Below	26/01/17	98	50	24	1
1	Monti	S6	17/02/2016	92	Below	26/01/17	98	50	13	2
1	Woogenellup	S6	17/02/2016	93	Below	26/01/17	98	50	11	0
1	Leura	S6	17/02/2016	94	Below	26/01/17	98	50	8	0
1	Antas 	S6	17/02/2016	95	Below	26/01/17	98	50	5	0
1	Narrikup	S6	17/02/2016	96	Below	26/01/17	98	50	7	1
2	Leura	S6	17/02/2016	97	Below	26/01/17	98	50	13	0
2	Monti	S6	17/02/2016	98	Below	26/01/17	98	50	11	1
2	Woogenellup	S6	17/02/2016	99	Below	26/01/17	98	50	0	0
2	Denmark	S6	17/02/2016	100	Below	26/01/17	98	50	0	0
2	Narrikup	S6	17/02/2016	101	Below	26/01/17	98	50	0	0
2	Antas 	S6	17/02/2016	102	Below	26/01/17	98	50	7	1
3	Woogenellup	S6	17/02/2016	103	Below	26/01/17	98	50	11	0
3	Leura	S6	17/02/2016	104	Below	26/01/17	98	50	0	0
3	Antas 	S6	17/02/2016	105	Below	26/01/17	98	50	0	0
3	Denmark	S6	17/02/2016	106	Below	26/01/17	98	50	0	0
3	Narrikup	S6	17/02/2016	107	Below	26/01/17	98	50	7	0
3	Monti	S6	17/02/2016	108	Below	26/01/17	98	50	17	1
1	Denmark	S7	15/03/2016	109	Above	01/02/17	98	50	31	3
1	Antas 	S7	15/03/2016	110	Above	01/02/17	98	50	3	1
1	Woogenellup	S7	15/03/2016	111	Above	01/02/17	98	50	9	1
1	Leura	S7	15/03/2016	112	Above	01/02/17	98	50	20	1
1	Narrikup	S7	15/03/2016	113	Above	01/02/17	98	48	5	1
1	Monti	S7	15/03/2016	114	Above	01/02/17	98	50	27	4
2	Woogenellup	S7	15/03/2016	115	Above	01/02/17	98	50	7	1
2	Leura	S7	15/03/2016	116	Above	01/02/17	98	50	26	3
2	Narrikup	S7	15/03/2016	117	Above	01/02/17	98	34	16	1
2	Antas 	S7	15/03/2016	118	Above	01/02/17	98	50	4	3
2	Denmark	S7	15/03/2016	119	Above	01/02/17	98	50	28	5
2	Monti	S7	15/03/2016	120	Above	01/02/17	98	50	27	4
3	Leura	S7	15/03/2016	121	Above	01/02/17	98	50	31	2
3	Woogenellup	S7	15/03/2016	122	Above	01/02/17	98	50	32	1
3	Antas 	S7	15/03/2016	123	Above	01/02/17	98	50	16	4
3	Monti	S7	15/03/2016	124	Above	01/02/17	98	50	31	9
3	Narrikup	S7	15/03/2016	125	Above	01/02/17	98	40	15	3
3	Denmark	S7	15/03/2016	126	Above	01/02/17	98	50	38	4
1	Denmark	S7	15/03/2016	109	Below	01/02/17	98	50	31	3
1	Antas 	S7	15/03/2016	110	Below	01/02/17	98	50	2	0
1	Woogenellup	S7	15/03/2016	111	Below	01/02/17	98	41	3	2
1	Leura	S7	15/03/2016	112	Below	01/02/17	98	50	16	2
1	Narrikup	S7	15/03/2016	113	Below	01/02/17	98	47	2	1
1	Monti	S7	15/03/2016	114	Below	01/02/17	98	50	30	5
2	Woogenellup	S7	15/03/2016	115	Below	01/02/17	98	50	4	2
2	Leura	S7	15/03/2016	116	Below	01/02/17	98	50	20	8
2	Narrikup	S7	15/03/2016	117	Below	01/02/17	98	50	6	5
2	Antas 	S7	15/03/2016	118	Below	01/02/17	98	39	11	4
2	Denmark	S7	15/03/2016	119	Below	01/02/17	98	50	29	6
2	Monti	S7	15/03/2016	120	Below	01/02/17	98	50	24	5
3	Leura	S7	15/03/2016	121	Below	01/02/17	98	50	30	3
3	Woogenellup	S7	15/03/2016	122	Below	01/02/17	98	50	13	6
3	Antas 	S7	15/03/2016	123	Below	01/02/17	98	50	8	5
3	Monti	S7	15/03/2016	124	Below	01/02/17	98	50	22	11
3	Narrikup	S7	15/03/2016	125	Below	01/02/17	98	45	17	1
3	Denmark	S7	15/03/2016	126	Below	01/02/17	98	28	17	4
1	Denmark	S6	17/02/2016	91	Above	26/01/17	119	50	28	28
1	Monti	S6	17/02/2016	92	Above	26/01/17	119	50	14	13
1	Woogenellup	S6	17/02/2016	93	Above	26/01/17	119	50	11	11
1	Leura	S6	17/02/2016	94	Above	26/01/17	119	50	17	16
1	Antas 	S6	17/02/2016	95	Above	26/01/17	119	50	12	12
1	Narrikup	S6	17/02/2016	96	Above	26/01/17	119	50	3	3
2	Leura	S6	17/02/2016	97	Above	26/01/17	119	50	13	13
2	Monti	S6	17/02/2016	98	Above	26/01/17	119	50	18	17
2	Woogenellup	S6	17/02/2016	99	Above	26/01/17	119	50	6	6
2	Denmark	S6	17/02/2016	100	Above	26/01/17	119	50	11	11
2	Narrikup	S6	17/02/2016	101	Above	26/01/17	119	50	8	8
2	Antas 	S6	17/02/2016	102	Above	26/01/17	119	50	12	12
3	Woogenellup	S6	17/02/2016	103	Above	26/01/17	119	50	5	5
3	Leura	S6	17/02/2016	104	Above	26/01/17	119	50	5	5
3	Antas 	S6	17/02/2016	105	Above	26/01/17	119	50	6	6
3	Denmark	S6	17/02/2016	106	Above	26/01/17	119	50	19	18
3	Narrikup	S6	17/02/2016	107	Above	26/01/17	119	50	4	4
3	Monti	S6	17/02/2016	108	Above	26/01/17	119	50	18	18
1	Denmark	S6	17/02/2016	91	Below	26/01/17	119	50	23	22
1	Monti	S6	17/02/2016	92	Below	26/01/17	119	50	11	11
1	Woogenellup	S6	17/02/2016	93	Below	26/01/17	119	50	11	11
1	Leura	S6	17/02/2016	94	Below	26/01/17	119	50	8	8
1	Antas 	S6	17/02/2016	95	Below	26/01/17	119	50	5	5
1	Narrikup	S6	17/02/2016	96	Below	26/01/17	119	50	6	6
2	Leura	S6	17/02/2016	97	Below	26/01/17	119	50	13	13
2	Monti	S6	17/02/2016	98	Below	26/01/17	119	50	10	10
2	Woogenellup	S6	17/02/2016	99	Below	26/01/17	119	50	0	0
2	Denmark	S6	17/02/2016	100	Below	26/01/17	119	50	0	0
2	Narrikup	S6	17/02/2016	101	Below	26/01/17	119	50	0	0
2	Antas 	S6	17/02/2016	102	Below	26/01/17	119	50	6	6
3	Woogenellup	S6	17/02/2016	103	Below	26/01/17	119	50	11	11
3	Leura	S6	17/02/2016	104	Below	26/01/17	119	50	0	0
3	Antas 	S6	17/02/2016	105	Below	26/01/17	119	50	0	0
3	Denmark	S6	17/02/2016	106	Below	26/01/17	119	50	0	0
3	Narrikup	S6	17/02/2016	107	Below	26/01/17	119	50	7	7
3	Monti	S6	17/02/2016	108	Below	26/01/17	119	50	16	15
1	Denmark	S7	15/03/2016	109	Above	01/02/17	119	50	28	26
1	Antas 	S7	15/03/2016	110	Above	01/02/17	119	50	2	2
1	Woogenellup	S7	15/03/2016	111	Above	01/02/17	119	50	8	8
1	Leura	S7	15/03/2016	112	Above	01/02/17	119	50	19	19
1	Narrikup	S7	15/03/2016	113	Above	01/02/17	119	48	4	4
1	Monti	S7	15/03/2016	114	Above	01/02/17	119	50	23	23
2	Woogenellup	S7	15/03/2016	115	Above	01/02/17	119	50	6	6
2	Leura	S7	15/03/2016	116	Above	01/02/17	119	50	23	23
2	Narrikup	S7	15/03/2016	117	Above	01/02/17	119	34	15	15
2	Antas 	S7	15/03/2016	118	Above	01/02/17	119	50	1	1
2	Denmark	S7	15/03/2016	119	Above	01/02/17	119	50	23	23
2	Monti	S7	15/03/2016	120	Above	01/02/17	119	50	23	23
3	Leura	S7	15/03/2016	121	Above	01/02/17	119	50	29	29
3	Woogenellup	S7	15/03/2016	122	Above	01/02/17	119	50	31	31
3	Antas 	S7	15/03/2016	123	Above	01/02/17	119	50	12	12
3	Monti	S7	15/03/2016	124	Above	01/02/17	119	50	22	22
3	Narrikup	S7	15/03/2016	125	Above	01/02/17	119	40	12	12
3	Denmark	S7	15/03/2016	126	Above	01/02/17	119	50	34	34
1	Denmark	S7	15/03/2016	109	Below	01/02/17	119	50	28	27
1	Antas 	S7	15/03/2016	110	Below	01/02/17	119	50	2	2
1	Woogenellup	S7	15/03/2016	111	Below	01/02/17	119	41	1	1
1	Leura	S7	15/03/2016	112	Below	01/02/17	119	50	14	14
1	Narrikup	S7	15/03/2016	113	Below	01/02/17	119	47	1	1
1	Monti	S7	15/03/2016	114	Below	01/02/17	119	50	25	24
2	Woogenellup	S7	15/03/2016	115	Below	01/02/17	119	50	2	2
2	Leura	S7	15/03/2016	116	Below	01/02/17	119	50	12	12
2	Narrikup	S7	15/03/2016	117	Below	01/02/17	119	50	1	1
2	Antas 	S7	15/03/2016	118	Below	01/02/17	119	39	7	7
2	Denmark	S7	15/03/2016	119	Below	01/02/17	119	50	23	23
2	Monti	S7	15/03/2016	120	Below	01/02/17	119	50	19	18
3	Leura	S7	15/03/2016	121	Below	01/02/17	119	50	27	27
3	Woogenellup	S7	15/03/2016	122	Below	01/02/17	119	50	7	7
3	Antas 	S7	15/03/2016	123	Below	01/02/17	119	50	3	3
3	Monti	S7	15/03/2016	124	Below	01/02/17	119	50	11	11
3	Narrikup	S7	15/03/2016	125	Below	01/02/17	119	45	16	16
3	Denmark	S7	15/03/2016	126	Below	01/02/17	119	28	13	13
