"SowingD" "Date" "Cultivar" "SowTreat" "DAS" "Plot" "Variable" "S1" "S2" "S3" "S4" "S5" "Percent" "TT_meas" "TT_sow" "Pp_sow" "TTAS"
"167" "2015-06-24" "2015-11-23" "Woogenellup" "S1" 152 13 "Bud" 1 0 0 0 0 20 1522.88177174 13.055375 10.022 1509.82639674
"168" "2015-06-24" "2015-11-09" "Woogenellup" "S1" 138 6 "Bud" 1 0 1 1 1 80 1356.78227174 13.055375 10.022 1343.72689674
"169" "2015-06-24" "2015-11-09" "Denmark" "S1" 138 17 "Bud" 1 1 1 1 1 100 1356.78227174 13.055375 10.022 1343.72689674
"170" "2015-06-24" "2015-11-09" "Leura" "S1" 138 18 "Bud" 1 1 1 1 1 100 1356.78227174 13.055375 10.022 1343.72689674
"171" "2015-06-24" "2015-11-13" "Monti" "S1" 142 10 "Bud" 1 1 1 1 0 80 1402.96677174 13.055375 10.022 1389.91139674
"172" "2015-06-24" "2015-11-13" "Narrikup" "S1" 142 11 "Bud" 0 1 1 1 1 80 1402.96677174 13.055375 10.022 1389.91139674
"173" "2015-06-24" "2015-11-13" "Denmark" "S1" 142 3 "Bud" 0 0 1 1 1 60 1402.96677174 13.055375 10.022 1389.91139674
"174" "2015-06-24" "2015-11-23" "Monti" "S1" 152 10 "Bud" 1 1 0 1 1 80 1522.88177174 13.055375 10.022 1509.82639674
"175" "2015-06-24" "2015-11-23" "Narrikup" "S1" 152 5 "Bud" 0 0 0 0 0 0 1522.88177174 13.055375 10.022 1509.82639674
"176" "2015-06-24" "2015-11-23" "Narrikup" "S1" 152 5 "Bud" 1 0 1 1 1 80 1522.88177174 13.055375 10.022 1509.82639674
"177" "2015-06-24" "2015-11-09" "Woogenellup" "S1" 138 8 "Bud" 0 1 1 1 1 80 1356.78227174 13.055375 10.022 1343.72689674
