"date" "hour" "Air"
"3156" 2015-11-09 4 10.124
"3157" 2015-11-09 5 11.053
"3158" 2015-11-09 6 11.37
"3159" 2015-11-09 7 12.654
"3160" 2015-11-09 8 13.954
"3161" 2015-11-09 9 15.581
"3162" 2015-11-09 10 15.796
"3163" 2015-11-09 11 17.296
"3164" 2015-11-09 12 17.962
"3165" 2015-11-09 13 17.629
"3166" 2015-11-09 14 17.082
"3167" 2015-11-09 15 17.891
"3168" 2015-11-09 16 17.962
"3169" 2015-11-09 17 17.843
"3170" 2015-11-09 18 16.892
"3171" 2015-11-09 19 13.69
"3172" 2015-11-09 20 12.122
"3173" 2015-11-09 21 11.467
"3174" 2015-11-09 22 11.029
"3175" 2015-11-09 23 10.443
"3176" 2015-11-10 0 10.001
"3177" 2015-11-10 1 10.075
"3178" 2015-11-10 2 10.418
"3179" 2015-11-10 3 10.59
"3180" 2015-11-10 4 10.736
"3181" 2015-11-10 5 10.932
"3182" 2015-11-10 6 11.346
"3183" 2015-11-10 7 11.953
"3184" 2015-11-10 8 13.377
"3185" 2015-11-10 9 14.745
"3186" 2015-11-10 10 16.272
"3187" 2015-11-10 11 17.867
"3188" 2015-11-10 12 19.365
"3189" 2015-11-10 13 20.222
"3190" 2015-11-10 14 19.841
"3191" 2015-11-10 15 18.2
"3192" 2015-11-10 16 19.151
"3193" 2015-11-10 17 20.889
"3194" 2015-11-10 18 20.246
"3195" 2015-11-10 19 18.58
"3196" 2015-11-10 20 16.963
"3197" 2015-11-10 21 16.082
"3198" 2015-11-10 22 14.816
"3199" 2015-11-10 23 15.103
"3200" 2015-11-11 0 13.786
"3201" 2015-11-11 1 13.449
"3202" 2015-11-11 2 12.871
"3203" 2015-11-11 3 12.34
"3204" 2015-11-11 4 12.461
"3205" 2015-11-11 5 12.413
"3206" 2015-11-11 6 10.956
"3207" 2015-11-11 7 9.854
"3208" 2015-11-11 8 10.443
"3209" 2015-11-11 9 10.638
"3210" 2015-11-11 10 9.608
"3211" 2015-11-11 11 10.858
"3212" 2015-11-11 12 11.686
"3213" 2015-11-11 13 11.783
"3214" 2015-11-11 14 12.292
"3215" 2015-11-11 15 11.467
"3216" 2015-11-11 16 11.151
"3217" 2015-11-11 17 10.59
"3218" 2015-11-11 18 10.026
"3219" 2015-11-11 19 8.469
"3220" 2015-11-11 20 8.369
"3221" 2015-11-11 21 7.97
"3222" 2015-11-11 22 7.82
"3223" 2015-11-11 23 7.544
"3224" 2015-11-12 0 7.293
"3225" 2015-11-12 1 7.242
"3226" 2015-11-12 2 7.066
"3227" 2015-11-12 3 6.914
"3228" 2015-11-12 4 6.914
"3229" 2015-11-12 5 6.357
"3230" 2015-11-12 6 6.889
"3231" 2015-11-12 7 7.569
"3232" 2015-11-12 8 7.795
"3233" 2015-11-12 9 10.001
"3234" 2015-11-12 10 9.04
"3235" 2015-11-12 11 7.242
"3236" 2015-11-12 12 8.344
"3237" 2015-11-12 13 12.147
"3238" 2015-11-12 14 12.025
"3239" 2015-11-12 15 10.687
"3240" 2015-11-12 16 11.127
"3241" 2015-11-12 17 11.516
"3242" 2015-11-12 18 9.386
"3243" 2015-11-12 19 9.163
"3244" 2015-11-12 20 8.841
"3245" 2015-11-12 21 8.469
"3246" 2015-11-12 22 8.344
"3247" 2015-11-12 23 8.245
"3248" 2015-11-13 0 8.045
"3249" 2015-11-13 1 7.469
"3250" 2015-11-13 2 7.695
"3251" 2015-11-13 3 7.594
"3252" 2015-11-13 4 7.343
"3253" 2015-11-13 5 6.889
"3254" 2015-11-13 6 7.116
"3255" 2015-11-13 7 8.22
"3256" 2015-11-13 8 9.928
"3257" 2015-11-13 9 10.418
"3258" 2015-11-13 10 13.786
"3259" 2015-11-13 11 12.847
"3260" 2015-11-13 12 15.079
"3261" 2015-11-13 13 15.27
"3262" 2015-11-13 14 13.954
"3263" 2015-11-13 15 14.481
"3264" 2015-11-13 16 13.618
"3265" 2015-11-13 17 11.783
"3266" 2015-11-13 18 10.492
"3267" 2015-11-13 19 9.682
"3268" 2015-11-13 20 8.916
"3269" 2015-11-13 21 9.163
"3270" 2015-11-13 22 9.163
"3271" 2015-11-13 23 9.386
"3272" 2015-11-14 0 9.435
"3273" 2015-11-14 1 9.114
"3274" 2015-11-14 2 9.854
"3275" 2015-11-14 3 9.854
"3276" 2015-11-14 4 9.706
"3277" 2015-11-14 5 9.977
"3278" 2015-11-14 6 10.271
"3279" 2015-11-14 7 10.883
"3280" 2015-11-14 8 12.558
"3281" 2015-11-14 9 13.088
"3282" 2015-11-14 10 14.673
"3283" 2015-11-14 11 15.509
"3284" 2015-11-14 12 16.654
"3285" 2015-11-14 13 17.058
"3286" 2015-11-14 14 17.272
"3287" 2015-11-14 15 18.58
"3288" 2015-11-14 16 16.82
"3289" 2015-11-14 17 16.201
"3290" 2015-11-14 18 16.106
"3291" 2015-11-14 19 15.414
"3292" 2015-11-14 20 14.577
"3293" 2015-11-14 21 15.103
"3294" 2015-11-14 22 14.697
"3295" 2015-11-14 23 14.385
"3296" 2015-11-15 0 14.194
"3297" 2015-11-15 1 14.218
"3298" 2015-11-15 2 13.161
"3299" 2015-11-15 3 11.151
"3300" 2015-11-15 4 12.098
"3301" 2015-11-15 5 10.394
"3302" 2015-11-15 6 10.026
"3303" 2015-11-15 7 8.17
"3304" 2015-11-15 8 7.87
"3305" 2015-11-15 9 9.632
"3306" 2015-11-15 10 9.731
"3307" 2015-11-15 11 10.712
"3308" 2015-11-15 12 10.369
"3309" 2015-11-15 13 11.71
"3310" 2015-11-15 14 12.678
"3311" 2015-11-15 15 11.832
"3312" 2015-11-15 16 11.516
"3313" 2015-11-15 17 10.785
"3314" 2015-11-15 18 10.369
"3315" 2015-11-15 19 9.682
"3316" 2015-11-15 20 8.817
"3317" 2015-11-15 21 8.891
"3318" 2015-11-15 22 8.145
"3319" 2015-11-15 23 7.87
"3320" 2015-11-16 0 7.494
"3321" 2015-11-16 1 6.712
"3322" 2015-11-16 2 5.591
"3323" 2015-11-16 3 5.128
"3324" 2015-11-16 4 5.102
"3325" 2015-11-16 5 4.141
"3326" 2015-11-16 6 6.331
"3327" 2015-11-16 7 10.075
"3328" 2015-11-16 8 11.904
"3329" 2015-11-16 9 12.485
"3330" 2015-11-16 10 13.088
"3331" 2015-11-16 11 13.882
"3332" 2015-11-16 12 14.96
"3333" 2015-11-16 13 15.533
"3334" 2015-11-16 14 15.819
"3335" 2015-11-16 15 16.177
"3336" 2015-11-16 16 15.27
"3337" 2015-11-16 17 14.768
"3338" 2015-11-16 18 13.762
"3339" 2015-11-16 19 12.122
"3340" 2015-11-16 20 11.248
"3341" 2015-11-16 21 11.102
"3342" 2015-11-16 22 10.98
"3343" 2015-11-16 23 10.638
"3344" 2015-11-17 0 10.516
"3345" 2015-11-17 1 10.81
"3346" 2015-11-17 2 9.829
"3347" 2015-11-17 3 10.149
"3348" 2015-11-17 4 10.001
"3349" 2015-11-17 5 8.742
"3350" 2015-11-17 6 11.127
"3351" 2015-11-17 7 14.505
"3352" 2015-11-17 8 15.986
"3353" 2015-11-17 9 16.201
"3354" 2015-11-17 10 15.986
"3355" 2015-11-17 11 15.031
"3356" 2015-11-17 12 14.936
"3357" 2015-11-17 13 12.413
"3358" 2015-11-17 14 11.589
"3359" 2015-11-17 15 11.029
"3360" 2015-11-17 16 10.907
"3361" 2015-11-17 17 10.075
"3362" 2015-11-17 18 9.731
"3363" 2015-11-17 19 9.829
"3364" 2015-11-17 20 9.46
"3365" 2015-11-17 21 9.336
"3366" 2015-11-17 22 9.386
"3367" 2015-11-17 23 9.064
"3368" 2015-11-18 0 8.965
"3369" 2015-11-18 1 8.891
"3370" 2015-11-18 2 8.767
"3371" 2015-11-18 3 8.07
"3372" 2015-11-18 4 7.569
"3373" 2015-11-18 5 7.419
"3374" 2015-11-18 6 8.344
"3375" 2015-11-18 7 9.064
"3376" 2015-11-18 8 9.632
"3377" 2015-11-18 9 11.637
"3378" 2015-11-18 10 12.582
"3379" 2015-11-18 11 12.992
"3380" 2015-11-18 12 12.751
"3381" 2015-11-18 13 12.243
"3382" 2015-11-18 14 11.346
"3383" 2015-11-18 15 10.075
"3384" 2015-11-18 16 10.026
"3385" 2015-11-18 17 9.756
"3386" 2015-11-18 18 9.089
"3387" 2015-11-18 19 8.568
"3388" 2015-11-18 20 8.095
"3389" 2015-11-18 21 7.695
"3390" 2015-11-18 22 7.469
"3391" 2015-11-18 23 7.167
"3392" 2015-11-19 0 6.585
"3393" 2015-11-19 1 3.433
"3394" 2015-11-19 2 3.538
"3395" 2015-11-19 3 2.343
"3396" 2015-11-19 4 0.934
"3397" 2015-11-19 5 0.797
"3398" 2015-11-19 6 4.844
"3399" 2015-11-19 7 8.742
"3400" 2015-11-19 8 11.248
"3401" 2015-11-19 9 12.823
"3402" 2015-11-19 10 12.654
"3403" 2015-11-19 11 13.064
"3404" 2015-11-19 12 13.209
"3405" 2015-11-19 13 13.449
"3406" 2015-11-19 14 14.84
"3407" 2015-11-19 15 14.553
"3408" 2015-11-19 16 13.04
"3409" 2015-11-19 17 12.968
"3410" 2015-11-19 18 13.04
"3411" 2015-11-19 19 11.977
"3412" 2015-11-19 20 11.759
"3413" 2015-11-19 21 11.71
"3414" 2015-11-19 22 11.832
"3415" 2015-11-19 23 11.613
"3416" 2015-11-20 0 11.321
"3417" 2015-11-20 1 11.467
"3418" 2015-11-20 2 11.175
"3419" 2015-11-20 3 12.195
"3420" 2015-11-20 4 12.775
"3421" 2015-11-20 5 14.242
"3422" 2015-11-20 6 14.122
"3423" 2015-11-20 7 17.653
"3424" 2015-11-20 8 18.105
"3425" 2015-11-20 9 21.772
"3426" 2015-11-20 10 24.557
"3427" 2015-11-20 11 21.485
"3428" 2015-11-20 12 19.341
"3429" 2015-11-20 13 20.293
"3430" 2015-11-20 14 22.25
"3431" 2015-11-20 15 22.489
"3432" 2015-11-20 16 23.064
"3433" 2015-11-20 17 23.809
"3434" 2015-11-20 18 22.513
"3435" 2015-11-20 19 19.151
"3436" 2015-11-20 20 18.105
"3437" 2015-11-20 21 14.553
"3438" 2015-11-20 22 12.63
"3439" 2015-11-20 23 9.977
"3440" 2015-11-21 0 8.519
"3441" 2015-11-21 1 9.064
"3442" 2015-11-21 2 8.195
"3443" 2015-11-21 3 8.344
"3444" 2015-11-21 4 10.051
"3445" 2015-11-21 5 10.198
"3446" 2015-11-21 6 10.785
"3447" 2015-11-21 7 11.516
"3448" 2015-11-21 8 13.161
"3449" 2015-11-21 9 12.461
"3450" 2015-11-21 10 13.642
"3451" 2015-11-21 11 15.509
"3452" 2015-11-21 12 15.605
"3453" 2015-11-21 13 15.151
"3454" 2015-11-21 14 15.175
"3455" 2015-11-21 15 14.96
"3456" 2015-11-21 16 15.175
"3457" 2015-11-21 17 14.457
"3458" 2015-11-21 18 14.84
"3459" 2015-11-21 19 14.194
"3460" 2015-11-21 20 11.467
"3461" 2015-11-21 21 10.394
"3462" 2015-11-21 22 8.742
"3463" 2015-11-21 23 8.866
"3464" 2015-11-22 0 7.895
"3465" 2015-11-22 1 6.737
"3466" 2015-11-22 2 7.72
"3467" 2015-11-22 3 9.188
"3468" 2015-11-22 4 9.583
"3469" 2015-11-22 5 8.941
"3470" 2015-11-22 6 10.59
"3471" 2015-11-22 7 14.433
"3472" 2015-11-22 8 16.63
"3473" 2015-11-22 9 11.953
"3474" 2015-11-22 10 13.473
"3475" 2015-11-22 11 14.242
"3476" 2015-11-22 12 14.912
"3477" 2015-11-22 13 15.557
"3478" 2015-11-22 14 16.606
"3479" 2015-11-22 15 16.63
"3480" 2015-11-22 16 15.461
"3481" 2015-11-22 17 15.247
"3482" 2015-11-22 18 13.257
"3483" 2015-11-22 19 12.171
"3484" 2015-11-22 20 11.321
"3485" 2015-11-22 21 11.2
"3486" 2015-11-22 22 10.687
"3487" 2015-11-22 23 10.98
"3488" 2015-11-23 0 11.151
"3489" 2015-11-23 1 10.712
"3490" 2015-11-23 2 11.175
"3491" 2015-11-23 3 8.965
"3492" 2015-11-23 4 7.469
"3493" 2015-11-23 5 7.845
"3494" 2015-11-23 6 12.268
"3495" 2015-11-23 7 14.673
"3496" 2015-11-23 8 17.796
"3497" 2015-11-23 9 20.007
"3498" 2015-11-23 10 21.151
"3499" 2015-11-23 11 21.819
"3500" 2015-11-23 12 22.058
"3501" 2015-11-23 13 20.412
"3502" 2015-11-23 14 21.939
"3503" 2015-11-23 15 22.441
"3504" 2015-11-23 16 22.537
"3505" 2015-11-23 17 21.39
"3506" 2015-11-23 18 20.579
"3507" 2015-11-23 19 19.674
"3508" 2015-11-23 20 17.368
"3509" 2015-11-23 21 15.772
"3510" 2015-11-23 22 16.773
"3511" 2015-11-23 23 17.748
"3512" 2015-11-24 0 17.558
"3513" 2015-11-24 1 17.867
"3514" 2015-11-24 2 17.058
"3515" 2015-11-24 3 17.772
"3516" 2015-11-24 4 18.176
"3517" 2015-11-24 5 16.558
"3518" 2015-11-24 6 18.271
"3519" 2015-11-24 7 20.507
"3520" 2015-11-24 8 21.366
"3521" 2015-11-24 9 23.088
"3522" 2015-11-24 10 22.944
"3523" 2015-11-24 11 24.581
"3524" 2015-11-24 12 24.46
"3525" 2015-11-24 13 24.871
"3526" 2015-11-24 14 24.944
"3527" 2015-11-24 15 23.978
"3528" 2015-11-24 16 23.978
"3529" 2015-11-24 17 24.122
"3530" 2015-11-24 18 23.424
"3531" 2015-11-24 19 22.729
"3532" 2015-11-24 20 19.865
"3533" 2015-11-24 21 18.985
"3534" 2015-11-24 22 17.415
"3535" 2015-11-24 23 17.034
"3536" 2015-11-25 0 16.606
"3537" 2015-11-25 1 14.481
"3538" 2015-11-25 2 13.906
"3539" 2015-11-25 3 11.492
"3540" 2015-11-25 4 12.147
"3541" 2015-11-25 5 12.775
"3542" 2015-11-25 6 16.249
"3543" 2015-11-25 7 20.817
"3544" 2015-11-25 8 23.04
"3545" 2015-11-25 9 25.016
"3546" 2015-11-25 10 26.182
"3547" 2015-11-25 11 25.623
"3548" 2015-11-25 12 27.924
"3549" 2015-11-25 13 27.628
"3550" 2015-11-25 14 26.646
"3551" 2015-11-25 15 26.842
"3552" 2015-11-25 16 25.525
"3553" 2015-11-25 17 26.402
"3554" 2015-11-25 18 24.798
"3555" 2015-11-25 19 23.232
"3556" 2015-11-25 20 20.841
"3557" 2015-11-25 21 19.151
"3558" 2015-11-25 22 18.699
"3559" 2015-11-25 23 17.796
"3560" 2015-11-26 0 16.749
"3561" 2015-11-26 1 15.461
"3562" 2015-11-26 2 14.146
"3563" 2015-11-26 3 15.342
"3564" 2015-11-26 4 10.907
"3565" 2015-11-26 5 10.1
"3566" 2015-11-26 6 15.27
"3567" 2015-11-26 7 19.746
"3568" 2015-11-26 8 22.705
"3569" 2015-11-26 9 23.881
"3570" 2015-11-26 10 25.453
"3571" 2015-11-26 11 27.136
"3572" 2015-11-26 12 26.549
"3573" 2015-11-26 13 26.012
"3574" 2015-11-26 14 25.671
"3575" 2015-11-26 15 24.05
"3576" 2015-11-26 16 26.329
"3577" 2015-11-26 17 25.38
"3578" 2015-11-26 18 23.785
"3579" 2015-11-26 19 22.633
"3580" 2015-11-26 20 21.342
"3581" 2015-11-26 21 20.984
"3582" 2015-11-26 22 21.008
"3583" 2015-11-26 23 22.705
"3584" 2015-11-27 0 22.681
"3585" 2015-11-27 1 24.026
"3586" 2015-11-27 2 23.424
"3587" 2015-11-27 3 23.713
"3588" 2015-11-27 4 23.448
"3589" 2015-11-27 5 23.641
"3590" 2015-11-27 6 23.232
"3591" 2015-11-27 7 23.737
"3592" 2015-11-27 8 24.267
"3593" 2015-11-27 9 23.881
"3594" 2015-11-27 10 25.258
"3595" 2015-11-27 11 26.94
"3596" 2015-11-27 12 23.93
"3597" 2015-11-27 13 16.892
"3598" 2015-11-27 14 15.247
"3599" 2015-11-27 15 14.481
"3600" 2015-11-27 16 12.727
"3601" 2015-11-27 17 12.074
"3602" 2015-11-27 18 12.098
"3603" 2015-11-27 19 11.589
"3604" 2015-11-27 20 10.81
"3605" 2015-11-27 21 8.742
"3606" 2015-11-27 22 8.965
"3607" 2015-11-27 23 9.485
"3608" 2015-11-28 0 10.1
"3609" 2015-11-28 1 10.149
"3610" 2015-11-28 2 10.32
"3611" 2015-11-28 3 10.467
"3612" 2015-11-28 4 10.541
"3613" 2015-11-28 5 10.81
"3614" 2015-11-28 6 11.443
"3615" 2015-11-28 7 12.703
"3616" 2015-11-28 8 16.677
"3617" 2015-11-28 9 18.961
"3618" 2015-11-28 10 21.628
"3619" 2015-11-28 11 21.509
"3620" 2015-11-28 12 21.581
"3621" 2015-11-28 13 22.776
"3622" 2015-11-28 14 22.034
"3623" 2015-11-28 15 23.208
"3624" 2015-11-28 16 22.154
"3625" 2015-11-28 17 21.843
"3626" 2015-11-28 18 19.841
"3627" 2015-11-28 19 17.772
"3628" 2015-11-28 20 15.652
"3629" 2015-11-28 21 12.775
"3630" 2015-11-28 22 12.147
"3631" 2015-11-28 23 11.127
"3632" 2015-11-29 0 10.345
"3633" 2015-11-29 1 10.394
"3634" 2015-11-29 2 9.829
"3635" 2015-11-29 3 10.345
"3636" 2015-11-29 4 10.1
"3637" 2015-11-29 5 9.952
"3638" 2015-11-29 6 10.369
"3639" 2015-11-29 7 10.736
"3640" 2015-11-29 8 10.271
"3641" 2015-11-29 9 9.287
"3642" 2015-11-29 10 10.296
"3643" 2015-11-29 11 13.57
"3644" 2015-11-29 12 14.745
"3645" 2015-11-29 13 15.127
"3646" 2015-11-29 14 14.409
"3647" 2015-11-29 15 15.7
"3648" 2015-11-29 16 14.768
"3649" 2015-11-29 17 14.553
"3650" 2015-11-29 18 14.074
"3651" 2015-11-29 19 12.799
"3652" 2015-11-29 20 12.485
"3653" 2015-11-29 21 12.316
"3654" 2015-11-29 22 12.025
"3655" 2015-11-29 23 12.364
"3656" 2015-11-30 0 12.34
"3657" 2015-11-30 1 12.147
"3658" 2015-11-30 2 12.243
"3659" 2015-11-30 3 12.63
"3660" 2015-11-30 4 12.727
"3661" 2015-11-30 5 12.775
"3662" 2015-11-30 6 13.257
"3663" 2015-11-30 7 13.209
"3664" 2015-11-30 8 14.433
"3665" 2015-11-30 9 15.318
"3666" 2015-11-30 10 15.414
"3667" 2015-11-30 11 16.01
"3668" 2015-11-30 12 17.819
"3669" 2015-11-30 13 18.675
"3670" 2015-11-30 14 19.27
"3671" 2015-11-30 15 17.51
"3672" 2015-11-30 16 16.796
"3673" 2015-11-30 17 15.891
"3674" 2015-11-30 18 15.7
"3675" 2015-11-30 19 14.84
"3676" 2015-11-30 20 14.433
"3677" 2015-11-30 21 14.409
"3678" 2015-11-30 22 14.122
"3679" 2015-11-30 23 14.05
"3680" 2015-12-01 0 13.834
"3681" 2015-12-01 1 13.738
"3682" 2015-12-01 2 13.594
"3683" 2015-12-01 3 13.329
"3684" 2015-12-01 4 13.473
"3685" 2015-12-01 5 13.329
"3686" 2015-12-01 6 14.361
"3687" 2015-12-01 7 15.485
"3688" 2015-12-01 8 15.438
"3689" 2015-12-01 9 15.533
"3690" 2015-12-01 10 18.129
"3691" 2015-12-01 11 20.246
"3692" 2015-12-01 12 20.579
"3693" 2015-12-01 13 21.39
"3694" 2015-12-01 14 20.007
"3695" 2015-12-01 15 17.605
"3696" 2015-12-01 16 17.32
"3697" 2015-12-01 17 17.986
"3698" 2015-12-01 18 17.534
"3699" 2015-12-01 19 17.201
"3700" 2015-12-01 20 17.629
"3701" 2015-12-01 21 17.344
"3702" 2015-12-01 22 19.199
"3703" 2015-12-01 23 19.793
"3704" 2015-12-02 0 18.247
"3705" 2015-12-02 1 18.604
"3706" 2015-12-02 2 18.414
"3707" 2015-12-02 3 17.986
"3708" 2015-12-02 4 16.796
"3709" 2015-12-02 5 17.439
"3710" 2015-12-02 6 19.532
"3711" 2015-12-02 7 22.489
"3712" 2015-12-02 8 24.677
"3713" 2015-12-02 9 27.53
"3714" 2015-12-02 10 29.464
"3715" 2015-12-02 11 28.196
"3716" 2015-12-02 12 29.991
"3717" 2015-12-02 13 30.874
"3718" 2015-12-02 14 31.433
"3719" 2015-12-02 15 31.331
"3720" 2015-12-02 16 29.19
"3721" 2015-12-02 17 27.677
"3722" 2015-12-02 18 26.109
"3723" 2015-12-02 19 24.702
"3724" 2015-12-02 20 23.641
"3725" 2015-12-02 21 22.92
"3726" 2015-12-02 22 22.321
"3727" 2015-12-02 23 21.987
"3728" 2015-12-03 0 21.223
"3729" 2015-12-03 1 19.365
"3730" 2015-12-03 2 18.937
"3731" 2015-12-03 3 17.605
"3732" 2015-12-03 4 17.701
"3733" 2015-12-03 5 20.698
"3734" 2015-12-03 6 21.199
"3735" 2015-12-03 7 20.055
"3736" 2015-12-03 8 22.992
"3737" 2015-12-03 9 24.146
"3738" 2015-12-03 10 27.604
"3739" 2015-12-03 11 25.162
"3740" 2015-12-03 12 24.267
"3741" 2015-12-03 13 23.545
"3742" 2015-12-03 14 22.729
"3743" 2015-12-03 15 24.339
"3744" 2015-12-03 16 23.184
"3745" 2015-12-03 17 14.864
"3746" 2015-12-03 18 14.792
"3747" 2015-12-03 19 13.377
"3748" 2015-12-03 20 12.219
"3749" 2015-12-03 21 12.171
"3750" 2015-12-03 22 12.364
"3751" 2015-12-03 23 12.992
"3752" 2015-12-04 0 12.461
"3753" 2015-12-04 1 11.977
"3754" 2015-12-04 2 12.147
"3755" 2015-12-04 3 11.904
"3756" 2015-12-04 4 10.198
"3757" 2015-12-04 5 9.188
"3758" 2015-12-04 6 12.05
"3759" 2015-12-04 7 14.433
"3760" 2015-12-04 8 16.725
"3761" 2015-12-04 9 17.201
"3762" 2015-12-04 10 18.366
"3763" 2015-12-04 11 20.15
"3764" 2015-12-04 12 21.939
"3765" 2015-12-04 13 23.016
"3766" 2015-12-04 14 22.824
"3767" 2015-12-04 15 20.77
"3768" 2015-12-04 16 20.269
"3769" 2015-12-04 17 19.294
"3770" 2015-12-04 18 17.249
"3771" 2015-12-04 19 16.534
"3772" 2015-12-04 20 15.318
"3773" 2015-12-04 21 15.008
"3774" 2015-12-04 22 14.577
"3775" 2015-12-04 23 14.194
"3776" 2015-12-05 0 13.738
"3777" 2015-12-05 1 13.329
"3778" 2015-12-05 2 13.786
"3779" 2015-12-05 3 12.509
"3780" 2015-12-05 4 9.903
"3781" 2015-12-05 5 9.879
"3782" 2015-12-05 6 11.419
"3783" 2015-12-05 7 14.122
"3784" 2015-12-05 8 14.457
"3785" 2015-12-05 9 15.843
"3786" 2015-12-05 10 17.962
"3787" 2015-12-05 11 21.891
"3788" 2015-12-05 12 23.665
"3789" 2015-12-05 13 24.702
"3790" 2015-12-05 14 24.605
"3791" 2015-12-05 15 24.702
"3792" 2015-12-05 16 24.267
"3793" 2015-12-05 17 22.824
"3794" 2015-12-05 18 17.225
"3795" 2015-12-05 19 12.122
"3796" 2015-12-05 20 11.297
"3797" 2015-12-05 21 10.1
"3798" 2015-12-05 22 9.534
"3799" 2015-12-05 23 9.238
"3800" 2015-12-06 0 8.717
"3801" 2015-12-06 1 8.841
"3802" 2015-12-06 2 8.792
"3803" 2015-12-06 3 8.344
"3804" 2015-12-06 4 7.945
"3805" 2015-12-06 5 7.594
"3806" 2015-12-06 6 7.97
"3807" 2015-12-06 7 8.519
"3808" 2015-12-06 8 9.213
"3809" 2015-12-06 9 10.467
"3810" 2015-12-06 10 9.46
"3811" 2015-12-06 11 10.761
"3812" 2015-12-06 12 11.953
"3813" 2015-12-06 13 13.594
"3814" 2015-12-06 14 14.385
"3815" 2015-12-06 15 14.218
"3816" 2015-12-06 16 13.618
"3817" 2015-12-06 17 13.858
"3818" 2015-12-06 18 13.233
"3819" 2015-12-06 19 11.832
"3820" 2015-12-06 20 10.712
"3821" 2015-12-06 21 10.858
"3822" 2015-12-06 22 10.956
"3823" 2015-12-06 23 10.81
"3824" 2015-12-07 0 10.001
"3825" 2015-12-07 1 10.026
"3826" 2015-12-07 2 9.262
"3827" 2015-12-07 3 8.245
"3828" 2015-12-07 4 7.619
"3829" 2015-12-07 5 7.695
"3830" 2015-12-07 6 8.344
"3831" 2015-12-07 7 11.078
"3832" 2015-12-07 8 12.799
"3833" 2015-12-07 9 14.529
"3834" 2015-12-07 10 16.892
"3835" 2015-12-07 11 15.485
"3836" 2015-12-07 12 16.272
"3837" 2015-12-07 13 17.915
"3838" 2015-12-07 14 18.461
"3839" 2015-12-07 15 16.773
"3840" 2015-12-07 16 15.581
"3841" 2015-12-07 17 13.81
"3842" 2015-12-07 18 11.029
"3843" 2015-12-07 19 10.638
"3844" 2015-12-07 20 9.952
"3845" 2015-12-07 21 9.78
"3846" 2015-12-07 22 10.1
"3847" 2015-12-07 23 10.026
"3848" 2015-12-08 0 9.928
"3849" 2015-12-08 1 9.854
"3850" 2015-12-08 2 8.593
"3851" 2015-12-08 3 7.167
"3852" 2015-12-08 4 7.015
"3853" 2015-12-08 5 5.745
"3854" 2015-12-08 6 8.494
"3855" 2015-12-08 7 10.98
"3856" 2015-12-08 8 13.618
"3857" 2015-12-08 9 15.963
"3858" 2015-12-08 10 17.51
"3859" 2015-12-08 11 19.318
"3860" 2015-12-08 12 19.318
"3861" 2015-12-08 13 19.484
"3862" 2015-12-08 14 18.794
"3863" 2015-12-08 15 18.509
"3864" 2015-12-08 16 16.582
"3865" 2015-12-08 17 15.652
"3866" 2015-12-08 18 15.247
"3867" 2015-12-08 19 13.112
"3868" 2015-12-08 20 12.364
"3869" 2015-12-08 21 11.832
"3870" 2015-12-08 22 11.807
"3871" 2015-12-08 23 11.759
"3872" 2015-12-09 0 11.613
"3873" 2015-12-09 1 11.492
"3874" 2015-12-09 2 11.443
"3875" 2015-12-09 3 11.053
"3876" 2015-12-09 4 10.858
"3877" 2015-12-09 5 10.712
"3878" 2015-12-09 6 11.127
"3879" 2015-12-09 7 12.389
"3880" 2015-12-09 8 12.63
"3881" 2015-12-09 9 13.401
"3882" 2015-12-09 10 15.175
"3883" 2015-12-09 11 15.294
"3884" 2015-12-09 12 17.034
"3885" 2015-12-09 13 17.605
"3886" 2015-12-09 14 16.963
"3887" 2015-12-09 15 17.225
"3888" 2015-12-09 16 16.153
"3889" 2015-12-09 17 14.457
"3890" 2015-12-09 18 13.786
"3891" 2015-12-09 19 12.799
"3892" 2015-12-09 20 11.807
"3893" 2015-12-09 21 11.807
"3894" 2015-12-09 22 11.88
"3895" 2015-12-09 23 11.953
"3896" 2015-12-10 0 11.953
"3897" 2015-12-10 1 12.074
"3898" 2015-12-10 2 12.219
"3899" 2015-12-10 3 12.364
"3900" 2015-12-10 4 12.509
"3901" 2015-12-10 5 13.016
"3902" 2015-12-10 6 13.834
"3903" 2015-12-10 7 16.153
"3904" 2015-12-10 8 18.58
"3905" 2015-12-10 9 20.079
"3906" 2015-12-10 10 23.112
"3907" 2015-12-10 11 26.622
"3908" 2015-12-10 12 26.109
"3909" 2015-12-10 13 24.944
"3910" 2015-12-10 14 27.21
"3911" 2015-12-10 15 27.875
"3912" 2015-12-10 16 27.677
"3913" 2015-12-10 17 27.358
"3914" 2015-12-10 18 26.793
"3915" 2015-12-10 19 25.477
"3916" 2015-12-10 20 20.388
"3917" 2015-12-10 21 14.96
"3918" 2015-12-10 22 14.673
"3919" 2015-12-10 23 14.29
"3920" 2015-12-11 0 13.834
"3921" 2015-12-11 1 13.329
"3922" 2015-12-11 2 12.968
"3923" 2015-12-11 3 10.565
"3924" 2015-12-11 4 10.051
"3925" 2015-12-11 5 10.345
"3926" 2015-12-11 6 12.751
"3927" 2015-12-11 7 15.031
"3928" 2015-12-11 8 16.392
"3929" 2015-12-11 9 16.915
"3930" 2015-12-11 10 17.344
"3931" 2015-12-11 11 18.033
"3932" 2015-12-11 12 17.701
